isbn13,name
9788932015972,"본명은 김해경(金海卿)으로, 1910년 8월 20일에 태어났다. 경성고등공업학교 건축과(현재 서울대학교) 재학 중 학생 회람지 [난파선]의 편집을 주도하면서 시를 발표했고 건축과를 수석으로 졸업한 후 1929년 조선총독부의 건축기수가 되어 근무하던 중 12월에 건축학회지 [조선과 건축]의 표지도안 현상 모집에 1등과 3등으로 당선된다. 1928년 졸업 앨범에서 평생 동안 필명이 되는 이상(李箱)이라는 이름을 처음으로 사용했다. 그는 1930년 [조선]에 첫 소설 『12월 12일』 연재를 시작하며 등단했다. 이후 『이상한 가역반응』 『파편의 경치』 『건축무한육면각체』를 내며 활발한 문학 활동을 펼친다.

1934년에는 [조선중앙일보]에 『오감도』를 연재했는데, 난해하고 파괴적인 형식에 독자들의 항의를 받고 연재가 중단되기도 하였다. 「오감도 작가의 말」은 연재 중단 후 쓰여 해당 잡지에는 발표되지 않았다. 1936년「날개」를 발표하여 큰 화제를 일으켰다. “‘박제가 되어버린 천재’를 아시오?”라는 문장으로 시작하는 「날개」는 이상의 대표 소설이다. 이듬해는 1937년 2월 사상불온 혐의로 일본 경찰에 유치되었고, 같은 해 4월 17일 도쿄대학교 부속병원에서 사망하였다.

현대시사를 논할 때 결코 빼놓을 수 없는 시인이며, 1930년대에 있었던 20년대의 사실주의, 자연주의에 반발한 모더니즘 운동의 기수였다. 그는 건축가로 일하다가 작품을 발표하였으며, 전위적이고 해체적인 글쓰기로 한국의 모더니즘 문학사를 개척한 작가로 평가받고 있다. 겉으로는 서울 중인 계층 출신으로 총독부 기사였던 평범한 사람이지만, 20세부터 죽을 때까지 폐병으로 인한 각혈과 지속적인 자살충동 등 평생을 죽음의 공포 속에서 살아야 했던 기이한 작가였다. 한국 역사상 가장 독창적인 시와 소설을 창작한 바탕에는 이런 공포가 늘 그의 삶에 있었기 때문일지도 모른다.

1910년에 태어나 1912년 아들이 없던 백부 김연필(金演弼)의 집에 장손으로 입양되었고, 백부의 교육열에 힘입어 신명학교, 보성고등보통학교, 경성고등공업학교 건축과를 마쳤다. 손가락이 잘리고 빈궁하게 살았던 친아버지에 대한 콤플렉스와 자신을 입양한 백부에 대한 증오심으로 어린시절을 보냈다. 영민하여 학업 성적은 우수하였고, 어린 시절부터 그림에 재질이 있어 학창시절, 직장시절 내내 그림에 꿈을 품고 열중하였다. 또한 조선인인지 일본인인지 구별하기 어려울 정도의 유창한 일본어 실력이 있었고, 예술적 이상향으로 동경(도쿄)을 꼽았다고 한다. 스스로를 선각자이며, 천재, 모더니즘의 기수이자 전위예술의 선구자라고 자처했는데, 식민지 시대임에도 민족적인 자각은 거의 없었다. 오히려 범세계적이고 현대적인 문명에 심취하였다. 따라서 그의 작품에서는 한국 고유의 색채를 찾아볼 수 없으며, 오히려 유럽이나 일본 문학계에 유행하던 모더니즘의 영향을 찾을 수 있다. 실제 생활은 나태하고 난잡, 무기력했다고 전해지며, 신경질적이고 예민한 성격이었다고 한다.

잡지 [조선(朝鮮)]의 1930년 2월호부터 12월호까지 9회에 걸쳐 그의 유일한 장편소설이기도 한 『12월12일(十二月十二日)』을 」이상」이라는 필명으로 연재하였고, 1931년 『이상한 가역반응』을 발표하며 문단활동을 시작했다. 『BOITEUX·BOITEUSE』 『오감도』 등을 [조선과 건축]에 발표했고, 1932년 단편소설 『지도의 암실』을 [조선]에 발표하면서 비구(比久)라는 익명을 사용했으며, 시 『건축무한육면각체』를 발표하였다. 이후 [구인회]에서 본격적인 문학 활동을 시작하였고, 시 『오감도』를 [조선중앙일보]에 연재한다. 미친수작, 정신병자의 잡문이라는 혹평을 받아 결국 30회로 예정되어 있었던 분량을 15회로 수정하여 연재가 중단되었지만 열화와 같은 찬반양론을 일으켜 관심을 모으기도 했다.

소설 『지팡이 역사』 수필 『혈서삼태』와 『산책의 가을』 등을 발표하였고, 1935년에는 박태원의 소설 『소설가 구보씨의 일일』이 연재되는 동안 삽화를 맡아 그리기도 하는 등 창작 활동은 계속하였다. 친구인 구본웅(具本雄)과는 신명(新明)학교 동기동창일때부터 각별히 친했으며, 대학입학시 그가 선물한 스케치박스(사구상)에서 필명인 이상이 나왔다는 설이 전해진다. 화가 구본웅이 인쇄소 창문사에 이상의 일자리를 주선하여 근무하면서 1936년, 구인회의 동인지인 [시와 소설]을 창간하고 편집해 발간하지만 1집만을 발간하고 그만둔다. 이후 [중앙]에 『지주회시』 [조광]에 『날개』 『동해』를 발표하였다.

백부에게서 유산을 물려받고 가족들과 함께 살았으나, 가족들의 무지와 가난에 곧 질려서 보름만에 나와버렸다. 1933년, 무질서한 생활로 폐병이 심해져 각혈까지 한 그는 총독부 기사직을 그만두고 구본웅과 함께 황해도 백천에서 요양 생활을 시작했다. 그 곳에서 그의 연인인 금홍을 만났다. 서울에 올라와서도 금홍을 못잊고 방황 하다가 제비 다방을 마련해 그녀를 마담자리에 앉혔다. 그는 금홍과의 만남 이후에도 여러 여급들과 사랑을 나누었는데, 이들을 무척 사랑하긴 했지만 그 행복이 오래간 적은 없었다. 다만 이들과의 관계에서 문학적 영감을 얻어 작품들을 집필하였다. 1933년부터 1937년까지, 그는 금홍과 권순희에 대한 기억을 되살려가면 『봉별기』, 『날개』, 『지주회시』 그리고 『종생기』등과 전문시 음화시, 문명 비평류의 수필 등을 산더미처럼 쏟아내었다. 이 수많은 작품들이 술에 절어있던 한밤 중에 쓰여졌다는 사실은 ‘천재 이상’이라는 사실을 다시 한 번 확인시켜준다.

그러던 그는 이화여전 출신인 여류문인이자 친구 구본웅의 이복동생인 변동림(이상이 죽은 뒤 순화 김환기의 부인이 된 김향안 씨)과 결혼을 하였다. 그녀는 금홍과 달리 빈민굴에서 고생하는 그의 가족과 깊은 친분을 맺었다. 하지만 그녀의 힘만으로는 역부족이었고, 결국 그녀는 카페의 여급으로 일하며 입에 풀칠을 하게 되었다. 건강악화와 어려운 경제적 여건 등, 국내에서의 비참한 현실과 마주친 이상은 도피하기 좋아하는 그의 성격탓인지, 가족과 아내를 남겨둔 채 1936년에 동경행을 선택했다. 동경에 대한 환상이 깨지면서 가난을 절절히 겪던 그는 『종생기』, 『환상기』, 『실락원』, 『실화』, 『동경』 등의 수많은 작품을 엮어냈고, 『봉별기』를 [여성]에 발표하였다.

그의 마지막 여자인 변동림은 『동해』 『단발』 구필 『행복』 『종생기』의 『선』 『실화』의 『연』 등에서 지금까지 살아 숨쉬고 있다.이듬해 2월, 극도로 악화된 건강을 간신히 부여잡고 있던 이상은 1937년 불량선인(사상불온) 혐의로 운 나쁘게도 일본 경찰에게 검거되어 옥살이를 치렀다. 건강이 악화되어 거의 시체나 다름없게 된 그는 보석을 허가받아 평소 동경제대의 부속병원에 입원했다. 항상 여자와 문학에 빠져 살던 이상은 결국 날지 못한 채 변동림이 구해온 레몬의 향기를 맡으며 짧은 생을 마감했다. 유해는 화장하여, 경성으로 돌아왔으며, 같은 해에 숨진 김유정과 합동영결식을 하여 미아리 공동묘지에 안치되었으나, 후에 유실되었다. 20세기 한국문학사에 내장된 최고의 형이상학적 스캔들」이라는 평가를 받고 있으며, 탄생 100주년을 맞아 전집이 출간되기도 하였다."
9788932019758,"1974년 춘천에서 태어났다. 1998년 세계일보 신춘문예에 시가 당선되며 작품활동을 시작했다. 시집 『간결한 배치』, 『생물성』, 『syzygy』, 『무족영원』, 산문집 『비성년열전』, 『일인용 책』 등이 있다."
9788932023151,"1980년 인천에서 태어나 충남 서산에서 자랐고, 한국예술종합학교 연극원 극작과를 졸업했다. 2002년 단편 「노크하지 않는 집」으로 제1회 대산대학문학상을 수상하고 같은 작품을 2003년 『창작과비평』 봄호에 발표하며 작품활동을 시작했다.

소설집 『달려라, 아비』 『침이 고인다』 『비행운』 『바깥은 여름』, 장편소설 『두근두근 내 인생』, 산문집 『잊기 좋은 이름』이 있다. 이 책에서 고재귀의 사진을 찍었다. 이상문학상, 동인문학상, 한국일보문학상, 이효석문학상, 오늘의 젊은 예술가상, 신동엽창작상, 김유정문학상, 젊은작가상, 한무숙문학상 등을 수상했다."
9788932024622,"시를 쓰며 살고 있다. 확신에 찬 사람들 속에 나를 내버려 두지 않기 위해 노력하고 있다. 연약한 마음과 소소한 노력이 언젠가는 해 질 녘 그림자처럼 커다래질 수 있다는 걸 믿고 있다. 나를 뺀 세상의 전부에 대한 애정이 곧 나에 대한 애정임을 입증할 수 있었으면 한다.

의외의 일들을 선호한다. 구경하는 것보다 뛰어드는 것을, 공부하는 것보다 경험해보는 것을 선호한다. 그러고 나서 후회를 배우는 것을 선호한다. 실내에 있는 것보다 야외에 있는 것을 좋아한다. 계절이 바뀌는 것과 계절이 깊어가는 것을, 흘러가는 것들을, 조각나지 않고 길게 이어진 휴식을, 청소를 하고 향을 피운 후에 책상에 앉는 것을 좋아한다.

시집 『극에 달하다』 『빛들의 피곤이 밤을 끌어당긴다』, 『눈물이라는 뼈』, 『수학자의 아침』, 『i에게』와 산문집 『마음사전』, 『시옷의 세계』, 『한 글자 사전』, 『나를 뺀 세상의 전부』, 『사랑에는 사랑이 없다,』 등을 썼다. 팀 '유후'의 공동 시작(詩作) 공동시집 첫 번째 프로젝트 “같은 제목으로 시 쓰기”로 공동시집을 펴낸 후 두 번째 프로젝트 “빈칸 채워 시 쓰기” 『아무 해도 끼치지 않는』을 함께 썼다."
9788932024639,"1970년 늦은 11월에 태어났다. 연세대 국문과를 졸업한 뒤 1993년 『문학과사회』에 시를 발표하고, 이듬해 서울신문 신춘문예에 단편소설 「붉은 닻」이 당선되어 작품활동을 시작했다. 장편소설 『검은 사슴』 『그대의 차가운 손』, 『채식주의자』, 『바람이 분다, 가라』, 『희랍어 시간』, 『소년이 온다』, 소설집 『여수의 사랑』, 『내 여자의 열매』, 『노랑무늬영원』, 시집 『서랍에 저녁을 넣어 두었다』 등이 있다. 만해문학상, 황순원문학상, 동리문학상, 이상문학상, 오늘의 젊은예술가상, 한국소설문학상을 수상했다.

한편 2007년 출간한 『채식주의자』는 올해 영미판 출간에 대한 호평 기사가 뉴욕타임스 등 여러 언론에 소개되고 2016년 맨부커 인터내셔널상을 수상하며 인간의 폭력성과 존엄에 질문을 던지는 한강 작품에 대한 국내외 관심이 높아지고 있다. 만해문학상 수상작 『소년이 온다』의 해외 번역 판권도 20개국에 팔리며 한국문학에 활기를 더해주고 있다."
9788932026701,"1972년 부산에서 태어났다. 2008년 『경향신문』 신춘문예에 「페루」가 당선되어 등단했다. 시집 『아마도 아프리카』『왜냐하면 우리는 우리를 모르고』가 있다. 제21회 편운문학상 시 부문 우수상, 제2회 김현문학패를 수상했다."
9788932027098,"전근대적인 상황과 양대 이데올로기의 틈새에서 끊임없는 화두를 던진 전후 한국현대문학의 대표 작가. 근대성에 대한 관심, 이데올로기에 대한 저항, 그리고 새로운 형식의 탐구를 바탕으로 “신이 죽은 시대, 신화가 사라진 시대에 신비주의와 소재주의에 빠지지 않고 자기의 방법론으로 개발한 내면성 탐구의 절정”에 선 작가 최인훈.

1936년에 함경북도 회령에서 태어나서 8.15 해방 이후 함경남도 원산으로 이사하여 그 곳에서 중학교를 다녔다. 이어 원산고등학교를 다니던 중 6.25 전쟁이 발발하자 월남하여 목포고등학교를 거쳐서 서울대 법대에 재학하였으나 중퇴하였다. 1959년 『자유문학』에 「그레이구락부전말기」와 「라울전」을 발표하면서 등단하였다. 이 두 작품은 관념과 현실, 그리고 자아와 세계의 대립 구도를 바탕으로 하고 있는데 이는 최인훈 소설에서 나타나는 현실인식의 기본적인 구도를 보여주고 있는 것이다. 이후 「9월의 다알리아」, 「우상의 집」, 「가면고」 등을 발표하였고 1960년 11월에 『새벽』에 중편소설 「광장」을 발표하였다.

「광장」은 최인훈 소설 가운데 가장 잘 알려진 소설로서 남북한 이데올로기를 동시에 비판한 최초의 소설이자 전후문학을 마감하고 1960년대 문학의 지평을 연 작품으로 평가되고 있다. 「광장」은 4.19 혁명이라는 역사적 사실을 생각하지 않고서는 논의되기가 어려울 만큼 1960년대의 사회적인 상황과 긴밀하게 연관되어 있는 소설이다. 작품의 프롤로그에 해당한 부분에서 작가는 “구정권 하에서라면 이런 소재가 아무리 구미에 당기더라도 감히 다루지 못하리라는 걸 생각하면 저 빛나는 사월이 가져온 새 공화국에 사는 작가의 보람을 느낍니다”라고 서술하고 있을 정도이다. 작가가 말하고 있듯이 「광장」은 바로 1960년대의 분위기가 만들어낸 작품이라고 할 수 있다.

「광장」 이후 최인훈은 「회색인」, 「서유기」, 「총독의 소리」 연작, 「소설가 구보씨의 일일」 「태풍」 등 많은 소설을 발표하였다. 각 소설마다 환상과 현실을 넘나드는 새로운 형식과 자아와 현실에 대한 성찰의 결과라고 할 수 있는 사변적인 내용으로 인하여 지속적인 주목을 받고 있다. 오랜 동안 소설 창작을 중지하고 희곡 창작에 전념하기도 하였는데 희곡 「옛날 옛적에 훠어이 훠이」 등의 작품은 한국의 신화적인 세계를 통해서 민족의 본성을 탐구한 작품이라고 할 수 있다.

1994년에는 자기 존재의 실존적 의미를 탐구한 자전적인 장편소설 「화두」를 발표하여 이산문학상을 수상하면서 새롭게 주목을 받았다. 동인문학상과 한국연극영화예술상 희곡상, 중앙문화대상 예술부문 장려상, 서울 극평가그룹상 등 많은 상을 수상하였다. 1979년에 문학과지성사에서 『최인훈 전집』을 출간하였다.1977년부터 2001년 5월까지 서울예술대학 문예창작과 교수로 재직하였으며, 퇴임 이후에도 명예교수로 예우받았다. 2018년 사망한 뒤 금관문화훈장을 추서하였다."
9788932028422,"폴란드 중서부의 작은 마을 쿠르니크에서 태어나, 여덟 살 때인 1931년 폴란드의 옛 수도 크라쿠프로 이주하여 평생을 그곳에서 살았다. 야기엘론스키 대학교에서 폴란드어문학과 사회학을 공부했으나 제 2차 세계대전으로 인해 중퇴했다. 1945년 [폴란드 일보]에 시 「단어를 찾아서」를 발표하며 등단한 뒤, 첫 시집 『우리가 살아가는 이유』(1952)부터 『여기』(2009)에 이르기까지 12권의 시집을 출간했다. 타계 직후인 2012년 4월 미완성 유고시집 『충분하다』가 출판되었다. 가치의 절대성을 부정하고 상식과 고정관념에 반기를 들면서 대상의 참모습을 바라보기 위해 부단히 노력했고, 역사에 함몰된 개인의 실존을 노래했으며, 만물을 포용하는 생명중심적 가치관을 반영한 폭넓은 시 세계를 펼쳐 보였다. 정곡을 찌르는 명징한 언어, 풍부한 상징과 은유, 절묘한 우화와 패러독스, 간결하면서도 절제된 표현과 따뜻한 유머를 동원한 시들로 ‘시단(詩壇)의 모차르트’라 불리며, 전 세계 독자들로부터 많은 사랑을 받고 있다. 독일 괴테 문학상, 폴란드 펜클럽 문학상 등을 받았으며, 1996 년 노벨문학상 수상의 영예를 안았다."
9788932030395,"1967년 충북 제천에서 태어났다. 서울예술대학 문예창작과를 졸업하고, 1995년 [한국일보] 신춘문예에 시 「좋은 사람들」,「그날엔」이 당선되어 등단했다. 시힘’ 동인으로 활동하고 있다. 저서로는 시집 『당신은 어딘가로 가려 한다』, 『바람의 사생활』, 『찬란』, 『눈사람 여관』, 『바다는 잘 있습니다』 등과 여행산문집 『끌림』, 『바람이 분다 당신이 좋다』, 『내 옆에 있는 사람』, 산문집 『혼자가 혼자에게』가 있으며, 제11회 현대시학 작품상, 발견문학상을 수상했다.

그는 좋아하는 것과 싫어하는 것들을 순서대로 적어내려가기 위해 글쓰기를 시작했다가 실수처럼 그 길로 접어들었다. 스무 살, 카메라의 묘한 생김새에 끌려 중고카메라를 샀고 그 후로 간혹 사진적인 삶을 산다. 사람 속에 있는 것, 그 사람의 냄새를 참지 못하여 자주 먼 길을 떠나며 오래지 않아 돌아와 사람 속에 있다. 달라지는 것은 불가능하다는 진실이 존재하므로 달라지기 위해 애쓸 필요가 없다는 것을 안다. 전기의 힘으로 작동하는 사물에 죽도록 약하며 한번 몸속에 들어온 지방이 빠져나가지 않는 체질로 인해 자주 굶으며 또한 폭식한다. 술 마시지 않는 사람과는 친해지지 않는다. 시간을 바라볼 줄 아는 나이가 되었으며 정상적이지 못한 기분에 수문을 열어줘야 할 땐 속도, 초콜릿, 이어폰 등을 사용하기 시작했다. 일방적인 것은 도저히 참지 못하나 간혹 당신에게 일방적이기도 하다."
9788932034942,"시집 『당신의 이름을 지어다가 며칠은 먹었다』 『우리가 함께 장마를 볼 수도 있겠습니다』, 산문집 『운다고 달라지는 일은 아무것도 없겠지만』. 늘 개와 함께 살고 있다."
9788932036151,1993년 성남에서 태어났다. 2016년 문학과사회 신인문학상을 수상하며 작품 활동을 시작했다. 사진가 ‘파란피’로 활동 중이다.
9788932037479,"1966년 서울에서 태어났다. 집 다락방과 학교 근처 도서관에서 손때 묻은 고전들을 꺼내 읽으며 어른이 됐다. 고전을 만나면서 세상이 두려운 것만은 아니라는 진리를 깨달았고, 지금도 ‘독서는 유일한 세속적 초월’이라는 말을 책상머리에 붙여놓고 있다. 연세대학교에서 「단행본 도서의 베스트셀러 유발 요인에 관한 연구」로 석사학위를, 추계예술대학교에서 「시 창작에서의 영화이미지 수용 연구」로 박사학위를 받았다. 일본 게이오대학교 미디어연구소 연구원을 지냈다. 1991년 『현대시세계』 신인상으로 문단에 등단했다. 현재 『매일경제』 문화부 기자로 재직하고 있다. 저서로는 시집 『불온한 검은 피』 『나쁜 소년이 서 있다』, 『내가 원하는 천사』『오십 미터』, 산문집 『그 남자의 비블리오필리』『고전탐닉』등이 있다. 한국출판학술상, 시작작품상, 현대문학상을 수상했다."
9788932037578,"본명 마르그리트 도나디외(Marguerite Donnadieu). 1914년 베트남 지아딘에서 태어났다. 1918년 아버지가 돌아가신 후 프랑스어 교사인 어머니의 인사 이동에 따라 베트남 곳곳으로 이사를 다니며 어린 시절을 보낸다. 고등학교를 마치고 1933년 프랑스로 영구 귀국하여 대학교에서 정치학과 법학을 공부한다. 졸업 후 식민지청에서 비서로 일하다가 1941년 퇴직, 1943년 플롱 출판사에서 ‘뒤라스’라는 필명으로 첫 소설 『철면피들』을 출간하면서 본격적인 작품 활동을 시작한다. 이차대전중에는 프랑수아 미테랑과 함께 레지스탕스로서, 1950년대에는 열렬한 공산주의자로서 현실 정치에 적극적으로 참여하며, 알제리전쟁 반대운동과 68혁명 등 프랑스 현대사의 현장에도 함께한다. 1950년대 말 누보로망과 결부되기도 했던 뒤라스는, 특유의 반복과 비정형적인 문장으로 통속성과 서정성을 뒤섞어 자기만의 글쓰기 영역을 구축해간다. 여러 작품을 통해 주로 부재와 사랑, 고통과 기다림, 글쓰기와 광기, 여성성과 동성애의 기이한 결합 등을 묘파해 보인다.

‘누보로망’ 작가로 불리며, 영화 시나리오 작업 및 연출로도 주목받았다. 인도차이나에서 보낸 어린 시절의 기억은 『태평양을 막는 방파제』를 비롯해 『갠지스 강의 여인』 등 수많은 작품들로 변주되었다. 1980년부터 함께한 삶의 동반자 얀 앙드레아와의 관계를 바탕으로 『죽음의 병』, 『파란 눈 검은 머리』, 『에밀리 L.』 등의 작품을 집필한다. 노년에 찾아온 알코올중독과 간 경화의 고통을 이겨 내고 1984년 프랑스에서 가장 영예로운 문학상인 공쿠르 상을 수상한 『연인』은 프랑스를 비롯한 세계 각국에서 수백만 부가 팔렸고 영화로도 제작되어 큰 성공을 거두었다. 일찍부터 연극과 영화의 매력에 눈을 떠 여러 가지 형태로 이 예술 장르들과 특별한 인연을 맺는데 [공원] 및 알랭 레네 감독의 [히로시마 내 사랑]의 다수의 희곡과 시나리오를 시나리오를 쓰면서 영화 [나탈리 그랑제], [오렐리아 슈타이너], [라 뮤지카] 등에서는 제작 및 연출에 직접 참여하는 등 활동 영역을 확장한 뒤라스는 감독을 맡은 [인디아 송]이 1975년 칸 영화제 예술ㆍ비평 부문에서 수상하면서 유럽 영화사에서 독보적인 위치에 오르게 된다. 제2차 세계대전 당시 레지스탕스 활동에 참여하는 등 사회운동에도 적극적이었고, 이 당시의 경험을 담은 소설 『고통』은 큰 반향을 불러일으켰다.

이후 멈추지 않는 열정으로 『북중국의 연인』, 『얀 앙드레아 슈타이너』, 『글쓰기』, 『태평양을 막는 방파제』, 『온종일 숲 속에서』, 『모데라토 칸타빌레』, 『롤 V. 스탱의 황홀』, 『부영사』, 『복도에 앉은 남자』 등 다수의 작품을 썼고 ‘누보로망’ 작가로 불렸다. 1995년 마지막 작품 『이게 다예요』로 평생 40여 권의 작품들을 집필한 왕성한 경력에 마침표를 찍고 1996년 3월 3일, 파리에서 세상을 뜬다."
9788932038230,"1976년 서울 출생. 2004년 [문예중앙] 신인문학상에 중편소설 「여자에게 길을 묻다」가 당선되어 작품 활동을 시작했다. 소설집 『천사들의 도시』, 『목요일에 만나요』, 『빛의 호위』, 장편소설 『한없이 멋진 꿈에』, 『로기완을 만났다』, 『아무도 보지 못한 숲』, 『여름을 지나가다』, 『단순한 진심』, 『환한 숨』 등이 있다. 신동엽문학상, 이효석문학상, 김용익소설문학상, 백신애문학상, 형평문학상, 대산문학상, 김만중문학상 등을 수상했다.

영화를 장면으로 기억하는 내게는 인생 영화가 딱 한 편 있지 않고, 대신 끊임없이 재생해보는 ‘장면들’이 있다. 지금까지 잊은 적 없고 앞으로도 잊고 싶지 않은 두 장면이 있는데, 슬픔이 차오를 때마다 내 마음 깊은 곳에서 잔잔하게 일렁이는 차이밍량 감독의 [애정만세] 엔딩 신과 언제라도 나를 웃게 해줄 수 있는 시드니 루멧 감독의 [허공에의 질주] 속 생일 파티 장면이다."
9788932038292,"1987년 서울에서 태어났다. 2012년 [문학과사회]로 등단하였다. 시집 『가능세계』, 『아무도 기억하지 못하는 장면들로 만들어진 필름』, 『도움받는 기분』, 산문집 『나는 내가 싫고 좋고 이상하고』 등이 있다.이 있다. 2017년 김준성문학상을 수상했다. 아무것도 확신하지 않고 끝없이 질문을 던지고 싶다. 나 자신의 바깥으로 가고 싶다고 늘 소망하면서도 나 자신밖에 모르는 사람이라는 생각이 들어 슬퍼지곤 한다. 도저히 아직은 어른이 되고 싶지 않다. 모든 일에 격렬한 동시에 의연해지고 싶다."
9788932038339,"1983년 서울에서 태어났다. 2014년 [자음과모음] 신인문학상을 통해 소설을 발표하기 시작했다. 소설집 『적어도 두 번』, 『공공연한 고양이』 등이 있다. 『소설 보다:봄2021』을 함께 썼다. 『2021 제12회 젊은작가상』을 수상했다."
9788932038469,"1967년 전라북도 전주에서 태어나 2000년 [현대시]를 통해 시를 발표하기 시작했다. 시집 『환상수족』, 『음악처럼 스캔들처럼』, 『모조 숲』, 『세상의 모든 비밀』, 『미기후』 등이 있다. 2012년 현대시작품상을 수상했다."
9788932038643,"1968년 서울에서 태어나, 고려대학교 노어노문학과와 동 대학원을 졸업했다. 1994년 [현대문학]에 시를 발표하면서 작품활동을 시작, 2005년 제3회 [문학수첩] 작가상을 수상하며 등단하였다. 시집 『내 잠 속의 모래산』, 『정오의 희망곡』, 평론집 『혁명과 모더니즘』, 장편소설 『칼로의 유쾌한 악마들』, 『천국보다 낯선』, 그리고 『캐럴』과 소설집 『고백의 제왕』, 『기린이 아닌 모든 것』, 『에이프릴 마치의 사랑』 등을 펴냈다.

단편소설 「곡란」으로 2011년 제1회 웹진문지문학상을 수상했다. 문지문학상, 김유정문학상, 제1회, 제2회, 제4회, 제6회 젊은작가상을 수상했다. 계간 [창작과비평] 편집위원으로 활동하고 있으며, 조선대학교 문예창작학과 교수(2008~2014)를 거쳐 현재 동국대학교 문예창작학과 교수(2014~)로 재직 중이다."
9788932038674,1991년 서울에서 태어났다. 2018년 중편소설 「셀룰로이드 필름을 위한 선」으로 문학과사회 신인문학상을 수상하며 소설을 발표하기 시작했다. km/s 동인으로 활동중이다. 『2021 제12회 젊은작가상』을 수상했다. 앤솔러지 『소설 보다』 시리즈에 참여하고 있다.
9788932038698,"1948년 전라북도 임실에서 태어났다. 순창농고를 졸업하고 임실 덕치초등학교 교사가 되면서 책을 읽기 시작했다. 책을 읽다가 떠오르는 생각을 글로 썼더니, 어느 날 시를 쓰고 있었다. 1982년 시인으로 등단했다. 그의 글 속에는 언제나 아이들과 자연이 등장하고 있으며 어김없이 그들은 글의 주인공으로 자리 잡고 있다. 정년퇴직 이후 고향으로 돌아가 풍요로운 자연 속에서 시골 마을과 자연을 소재로 소박한 감동이 묻어나는 시와 산문들을 쓰고 있다. 윤동주문학대상, 김수영문학상, 소월시문학상 등을 수상했다.

시집으로 『섬진강』, 『맑은 날』, 『꽃산 가는 길』, 『강 같은 세월』, 『그 여자네 집』, 『나무』, 『키스를 원하지 않는 입술』, 『울고 들어온 너에게』 등이 있고, 『김용택의 섬진강 이야기』(전8권), 『심심한 날의 오후 다섯 시』, 『나는 당신이 어떤 사람인지 알면, 좋겠어요』 등 산문집 다수와 부부가 주고받은 편지 모음집 『내 곁에 모로 누운 사람』이 있다. 그 외 『콩, 너는 죽었다』 등 여러 동시집과 시 모음집 『시가 내게로 왔다』(전5권), 『어쩌면 별들이 너의 슬픔을 가져갈지도 몰라』, 그림책 『할머니 집에 가는 길』, 『나는 애벌레랑 잤습니다』, 『사랑』 등 많은 저서가 있다. 태어나고 자란 곳에서 평생 살았으면, 했는데 용케 그렇게 되었다. 많은 사람들에게 과분하게 사랑받았다고 생각하여 고맙고 부끄럽고, 또 잘 살려고 애쓴다."
9788932038704,"1821년 파리, 신앙심과 예술적 조예가 깊은 집안에서 태어났다. 여섯 살에 아버지를 여읜다. 젊고 아름다운 어머니는 육군 소령과 곧 재혼한다. 명문 중학교에 기숙생으로 입학하나 품행 불량으로 퇴학당한다. 파리로 상경해 법학을 공부하지만 술과 마약, 여자에 탐닉하며 자유분방한 생활을 한다. 불안과 가난 속에서 왕성한 창작을 이어간다. 미술비평서 『1845년 살롱전』으로 작품 활동을 시작해 1847년 중편소설 『라 팡파를로』를 발표한다. 프랑스 최초로 미국 시인 에드거 앨런 포의 책들을 번역하여 소개한다. 1857년 시집 『악의 꽃』을 출간하나 미풍양속을 해친다는 이유로 유죄판결을 받는다. 1860년 중독과 시 창작에 관한 에세이 『인공 낙원』을 출간하고, 1863년 〈피가로〉에 미술비평 「현대 생활의 화가」를 연재한다. 1866년 시집 『표류시편』을 출간하고 이듬해 46세의 나이로 죽음을 맞이한다."
9788932038735,"1971년 서울에서 태어나 이화여자대학교 독어독문학과와 같은 대학 교육대학원 독일어교육학과를 졸업했다. 명지대학교 문예창작학과 박사 과정을 수료했다. 1998년 [현대문학]으로 등단했으며, 빛나는 시와 책과 이야기를 가장 사랑한다. 시집 『그날 말이 돌아오지 않는다』, 『열두 겹의 자정』, 『오르간, 파이프, 선인장』, 『어느 새벽, 나는 리어왕이었지』, 『울려고 일어난 겁니다』 등이 있다. 현대문학상, 김현문학패를 수상했다"
9788932038766,단편소설 「전자 시대의 아리아」로 2020년 [한국일보] 신춘문예에 당선되어 소설을 쓰기 시작했다. km/s 동인으로 활동 중이다. 동명의 소설집 『전자 시대의 아리아』를 썼다.
