,author,info,booklist
54,레이먼드 브릭스,영국이 자랑하는 세계적인 일러스트레이터이자 동화 작가인 레이먼드 브릭스는 런던에서 태어나서 열다섯 살 때 일러스트레이션에 관심을 가지게 되어 어린이책을 만들기 시작했다 그는 처음으로 그림책에 처음으로 만화책의 형태를 도입했다 동화적인 내용과 동화적인 분위기를 효과적으로 표현하는 화면이 바람이 불 때에같은 작품에서는 세계 대전이 일어나 영국에 핵 폭탄이 투하되는 상황을 가정하여 작가의 부모가 모델인 순박한 노부부를 주인공으로 핵전쟁의 참상을 고발한다레이먼드 브릭스는 이 책을 통해서 핵폭탄의 위험성을 일깨우길 원했다 이작품은 우리가 알고 있는 그림책과 전혀 다른 느낌을 준다 각 칸마다에 각기 다른 내용의 그림들이 들어 있는 것으로 그림책에 만화기법을 도입해 마치 한 편의 연극을 보는 듯한 느낌을 준다 거기에 대중의 의식 속에 박혀 있는 백인 우월주의와 정부에 대한 맹목적 신뢰도 은근히 비꼰다 이처럼 무거운 주제의식을 드러내는 작품은 물론 글없는 그림책인 눈사람 아저씨와 괴팍하기도 하지만 동물들에게는 다정한 인간적인 산타할아버지가 등장하는 산타 할아버지에서는 장면 변화가 많은 만화식의 그림에 재치있는 글을 선보였다 그는 어린이 그림책은 물론 어른도 읽을 수 있는 만화 풍의 그림책을 만들기도 한다 전래 동요 모음집이나 산타 할아버지에는 노동 계층의 모습이 표현되고 있는데 이는 그가 자라온 성장배경에서 길어온 것들이다,바람이 불 때에/전래 동요 모음집/산타 할아버지
55,박완서,경기도 개풍현 황해북도 개풍군 출생으로 세살 때 아버지를 여의고 서울로 이주했다 년 숙명여자고등학교에 입학한 뒤 교사였던 소설가 박노갑에게 영향을 받았으며 작가 한말숙과 동창이다 년 서울대학 국문과에 입학했으나 전쟁으로 중퇴하게 되었다 개성에서 어린 시절을 보내고 서울에서 학창시절을 보낸 박완서에게 한국전쟁은 평생 잊을 수 없을 없는 기억이다 의용군으로 나갔다가 부상을 입고 거의 폐인이 되어 돌아온 똑똑했던 오빠가 이제는 배부른 돼지로 살겠다던 다짐을 뒤로 하고 여덟 달 만에 죽음을 맞이하고 그후 그의 가족은 남의 물건에까지 손을 대게 되는 등 심각한 가난을 겪는다그후 미군의  초상화부에 취직하여 일하다가 그곳에서 박수근 화백을 알게 된다 년 직장에서 만난 호영진과 결혼하고 살림에 묻혀 지내다가 훗날 년 불혹의 나이가 되던 해에 여성동아 여류 장편소설 공모에 나목이 당선되어 등단했다 그 이후 우리의 일상을 세심하게 관찰하여 그 이면에 숨겨진 진실까지 뼈아프게 드러내는 소설들을 발표하며 한국 문학의 한 획을 긋고 있다 박완서는 평범하고 일상적인 소재에 적절한 서사적 리듬과 입체적인 의미를 부여함으로써 다채로우면서도 품격 높은 문학적 결정체를 탄생시켰다는 평을 받고 있다 작가는 우리 문학사에서 그 유례가 없을 만큼 풍요로운 언어의 보고를 쌓아올리는 원동력이 되어왔다 그녀는 능란한 이야기꾼이자 뛰어난 풍속화가로서 시대의 거울 역할을 충실히 해왔을 뿐 아니라 삶의 비의를 향해 진지하게 접근하는 구도자의 길을 꾸준히 걸어왔다한국 전쟁과 분단의 아픔을 다룬 데뷔작 나목과 목마른 계절 세상에서 제일 무거운 틀니 아저씨의 훈장 겨울 나들이 그해 겨울은 따뜻했네 등을 비롯하여 년대 당시의 사회적 풍경을 그린 도둑맞은 가난 도시의 흉년 휘청거리는 오후까지 저자는 사회적 아픔에 주목하여 글을 썼다 살아있는 날의 시작부터 여성문제에 관심을 가지기 시작한 작가는 행복한 결혼은 어떤 형태인가를 되묻게 하는 소설인 서 있는 여자 그대 아직도 꿈꾸고 있는가 등 점점 독특한 시각으로 여성문제를 조명하기 시작한다 또 장편 미망 그 많던 싱아를 누가 다 먹었을까 그 산이 정말 거기 있었을까 등에서는 개인사와 가족사를 치밀하게 조명하여 사회를 재조명하기도 한다배반의 여름은 년 월에서 년 월까지 발표했던 작품들을 수록하고 있다 조그만 체험기 흑과부 그 살벌했던 날의 할미꽃등에서 볼 수 있듯이 박완서가 그리는 모성의 힘은 실로 놀랍다 성균관대에서 열린  호암상 수상자예술상 초청 강연회에서 박완서는 이렇게 말했다 내 문학의 뿌리는 어머니라고 박완서 특유의 수다스러움으로 풀어내는 모성의 힘은 힘센 것들만이 권력을 쥐고 판을 치는 현대산업사회에서 뒤로 처진 자들의 아픔을 진정으로 위무해준다나의 가장 나종 지니인 것에는 년 월에서 년 월까지 발표되었던 작품들이 수록되어 있다 여기에서는 가족의 죽음을 다루고 있는 작품이 네 개나 있는데 그중여덟 개의 모자로 남은 당신은 남편의 죽음을 나의 가장 나종 지니인 것은 아들의 죽음을 담고 있다 나의 가장 나종 지니인 것은 특이하게도 처음부터 끝까지 대화체로 되어 있는데 담담하게 이어가는 주인공의 목소리에서 가슴이 메어지는 슬픔을 느낄 수 있다저녁의 해후에는 년 월부터 년 월까지 발표했던 작품들이 수록되어 있다 지 알고 내 알고 하늘이 알건만 해산바가지 애 보기가 쉽다고 등에서 볼 수 있듯이 여기에서 나타나는 하층민들의 인간애는 가진 자들의 야만성과 대비되어 더욱 빛을 발한다그의 외롭고 쓸쓸한 밤은 년 월에서부터 년 월까지 발표한 작품들을 수록했다 이 책에서는 특히 속물성과 위선이 난무하는 현실에 대한 비판이 두드러진다 젊은 것들의 무관심과 조롱 속에서 외롭게 늙어가는 노인들의 모습을 담아낸 황혼 천변풍경과 출세한 자들의 허위를 그린 내가 놓친 화합 그의 외롭고 쓸쓸한 밤 등이 그것이다미망은 조선조 말기에서  전쟁 직후까지 그 파란만장했던 시대를 한 개성 상인의 가족사를 통하여 재창조한 대하소설이다 민족의 수난사와 더불어 고난과 격동의 시대를 험준한 산을 넘듯 숨가쁘게 살아온 우리 모두의 이야기로 박완서 소설 문체가 도달한 궁극적인 경지를 보여 주고 있다아직도 글을 쓸 수 있는 기력이 있어서 행복하다는 작가는 사람과 자연을 한없이 따뜻한 시선으로 바라보며 느낀 기쁨과 경탄 감사와 애정을 담아 산문집 못 가본 길이 더 아름답다를 펴냈다 친절한 책읽기라는 제목으로 신문에 연재했던 글도 함께 실어 노작가의 연륜과 성찰이 돋보이는 글을 선보였다 년부터 국제연합아동기금 친선대사로 활동하며 년부터 공연윤리위원회 위원 년부터 제건국 범국민추진위원회 위원으로 활동한 바 있다 그 가을의 사흘 동안으로 한국문학작가상 엄마의 말뚝으로 제회 이상문학상 미망으로 대한민국문학과 제회 이상문학상 꿈꾸는 인큐베이터로 제회 현대문학상 등을 받았다 년 문화예술인으로서 처음이자 여성으로서도 처음으로 서울대학교 명예문학박사학위를 받았다평소 입버릇처럼 전쟁의 상처로 작가가 됐다고 고백해왔던 그녀는 전쟁의 아픔을 온몸으로 겪은 경험으로 글을 써왔다 여러 편의 장편소설과 수필집 동화집을 발표하고 년 월 수필집 못 가본 길이 더 아름답다를 마지막으로 년 월 일 담낭암 투병 중 별세했다 경기 구리시에는 박완서 문학마을이 조성될 예정이다한국문학작가상 이상문학상 대한민국문학상 이상문학상 현대문학상 동인문학상 한무숙문학상 대산문학상 만해문학상 황순원문학상 호암예술상 등을 수상했고 년 서울대학교에서 명예문학박사 학위를 받았다 타계 이후 문학적 업적을 기려 금관문화훈장이 추서되었다그 외 작품으로는 장편소설 아주 오래된 농담 그 남자네 집 소설집 부끄러움을 가르칩니다 저문 날의 삽화 너무도 쓸쓸한 당신 친절한 복희씨기나긴 하루 산문집 꼴찌에게 보내는 갈채 한 길 사람 속 못 가본 길이 더 아름답다등이 있다,나목(裸木)/나목/목마른 계절/세상에서 제일 무거운 틀니/아저씨의 훈장/겨울 나들이/그해 겨울은 따뜻했네/도둑맞은 가난/도시의 흉년/휘청거리는 오후/살아있는 날의 시작/서 있는 여자/그대 아직도 꿈꾸고 있는가/미망/그 많던 싱아를 누가 다 먹었을까/그 산이 정말 거기 있었을까/배반의 여름/나의 가장 나종 지니인 것/저녁의 해후/그의 외롭고 쓸쓸한 밤/미망/못 가본 길이 더 아름답다/그 가을의 사흘 동안/엄마의 말뚝/미망/꿈꾸는 인큐베이터/못 가본 길이 더 아름답다/아주 오래된 농담/그 남자네 집/부끄러움을 가르칩니다/저문 날의 삽화/너무도 쓸쓸한 당신/친절한 복희씨/기나긴 하루/꼴찌에게 보내는 갈채/한 길 사람 속/못 가본 길이 더 아름답다
56,육인선,년 서울에서 태어나 서울대학교 수학교육과를 졸업했다 노원고등학교 등을 거쳐 현재 상계고등학교에서 수학을 가르치고 있으며 저서로는 수학은 아름다워 동녘만화로 배우는 교실밖의 수학 동아출판사수학이 쉬워지는 가지 학습법대교 등이 있다,"수학은 아름다워 2/만화로 배우는 교실밖의 수학 3,4,5,6/수학이 쉬워지는 50가지 학습법"
57,임철우,년 전남 완도 출생 전남대 영문과를 졸업했다 년 서울신문 신춘문예에 개 도둑이 당선되어 작품 활동을 시작했다 소설집 아버지의 땅 그리운 남쪽 달빛 밟기 황천기담 연대기 괴물 장편소설 붉은 산 흰 새 그 섬에 가고 싶다 등대 봄날 백년여관 이별하는 골짜기 돌담에 속삭이는 등이 있다 한국일보창작문학상 이상문학상 대산문학상 요산문학상 단재상 등을 수상했다,"아버지의 땅/그리운 남쪽/달빛 밟기/황천기담/연대기, 괴물/붉은 산, 흰 새/그 섬에 가고 싶다/등대/봄날/백년여관/이별하는 골짜기/돌담에 속삭이는"
58,이원복,만화로 세상을 이야기하는 지성인 글로벌 시대의 문화 통역자 경기고 재학 중 어린이신문사에서 외국 만화를 베끼는 아르바이트를 한 것이 계기가 되어 만화와 인연을 맺은 작가는 서울대학 건축학과를 수학하고 독일 유학의 길에 오른다 년의 독일 생활에서 세계 각국의 만화를 두루 섭렵하고 익힌 그는 프리랜서로 서독 신문에 만화와 포스터를 게재했고 독일의 권위지 알게마이네 차이퉁 주년 기념호 표지를 그리기도 했다년 귀국 이후 그는 대학 강단에 서는 한편 먼나라 이웃나라를 시작으로 역사 문화 경제 철학에 이르기까지 만화로 세상을 이야기하는 작업을 지침 없이 해왔다 이원복 교수는 작은 체구의 동양인으로 독일을 비롯한 유럽에서 그 실력을 인정받아 유럽인들도 인정하는 만화를 그려냈고 천대받던 만화 시장을 어른들도 즐기는 교양 만화라는 장르로 개척해내었다 글로벌 시대 문화 통역자로서 그의 작업은 앞으로도 계속될 것이다년 충남 대전에서 출생 년 서울대학교 공과대학 건축학과를 수학했다 년 독일 뮌스터 대학의 디자인학부에 유학 졸업시 디플롬 디자이너  학위 취득과 함께 총장상을 수상하였으며 같은 대학 철학부에서 서양미술사를 전공하였다 독일 뮌스터 시와 코스펠트 시 초청으로 개인전을 열었고 년 우리나라 만화문화 정착에 기여한 공로로 제회 눈솔상을 수상했다 한국만화애니메이션 학회 회장 미국 캘리포니아 얼바인 대학 객원 교수년 현재는 덕성여대 시각디자인학과 교수로 재직하고 있으며 세계 최대 규모와 권위를 자랑하는  볼로냐 국제 일러스트전에 한국 일러스트레이터로서는 처음으로 심사위원에 선정되는 명예를 안았다대표 작품으로 세기 먼나라 이웃나라세계사 산책와인의 세계 세계의 와인가로세로 세계사왕초보 주식교실부자국민 일등경제만화로 떠나는 세기 미래여행나란나란 세계사 도란도란 한국사신의 나라 인간 나라 우리나라 편 프랑스 판인       등이 있다,"21세기 먼나라 이웃나라/세계사 산책/와인의 세계, 세계의 와인/가로세로 세계사/왕초보 주식교실/부자국민 일등경제/만화로 떠나는 21세기 미래여행/나란나란 세계사 도란도란 한국사/신의 나라 인간 나라/Pays lointains, Pays voisins: la Coree"
59,심유미,년에 태어나 서울대학교 수학교육과를 졸업했다 성동여자실업고등학교 수학교사로 재직하고 있으며 저서로는 수학은 아름다워 동녘가 있다,수학은 아름다워 1
60,로리 베스 존스,광고 대행사를 창립하여 년 동안 성공적으로 운영해오다가 영적인 원리들을 경영에 도입하는 것을 적극적으로 주창한 저서 최고경영자 예수  를 발표하면서 일약 세계적으로 주목받는 작가로 부상했다 그 책과 후속 출판된 그녀의 책들은 비지니스위크지의 베스트셀러 목록을 차지했으며 전세계 개국의 언어로 번역되어 수백만 부가 판매되었다 실용적인 지혜와 유머 현실에 근거한 사상을 고루 겸비한 그녀는 기업과 직원들 양자의 업무 성과와 만족도 그리고 성공을 미증유의 수준으로 비약시키기 원하는 모든 기업가들 사이에서 단연 유명한 경영 컨설턴트로 자리 잡았다 저서로는 대표작 최고경영자 예수  를 비롯하여기적의 사명선언문  청바지를 입은 예수    영적 기업가 예수   등이 있다,"최고경영자 예수 Jesus, CEO/최고경영자 예수 Jesus, CEO/기적의 사명선언문 The Path/청바지를 입은 예수 Jesus in Blue Jeans/영적 기업가 예수 Jesus, INC."
61,남상이,서울대학교 수학교육과를 졸업하였고 현재는 성수여중 수학교사로 재직 중이다 저서로는 수학은 아름다워 동녘이 있다,수학은 아름다워 1
62,장 마르크 레제르,가난한 유대인 가정에서 태어나고 자란 장 마르크 레제르 그 자신이 유복자의 아들이었던 레제르는 개인에게 무자비한 세상과 위선에 가득찬 권력층의 단면을 통쾌하게 비웃으며 약자와 소외계층의 편에서 작품활동을 펼쳐왔다 년 세의 나이에 암으로 요절할 때까지 일체의 권위와 제도 검열 그리고 문명의 위선에 비타협적으로 대항한 현대 프랑스가 낳은 대표적인 천재 만화가이다그가 창간멤버로 활동한 풍자 만화지 하라키리는 판매 금지 잡지 폐간의 시련을 거칠 정도로 표현의 자유를 펼쳐온 공간으로도 유명하다 군복무 기간과 이 잡지의 발행 금지 기간을 제외하면 그는 언제나 이 히라키리에 작품을 실었다 또한 그는 이 잡지에 소속된 많은 만화가들 중에서도 년대의 프랑스 사회 심리를 가장 정교하게 묘사한 작가로도 정평이 나있다년대 중반부터 그의 비범한 관찰력과 극도로 단순하게 사태를 정리하는 요령은 점점 정치적인 의의를 획득하게 되었다 어둡고 무정부주의적인 그의 유머 너머로 년대와 년대 프랑스의 생활상 전체가 가식 없는 이미지로 떠오르는 것이다 년대 말부터 그는 이른바 제도권 내 언론에서도 중요하게 다루어져 르 몽드 주르날 뒤 디망슈 라 누벨 크리틱 르 누벨 옵세르바퇴르에 많은 만화를 기고했다 년 그는 앙굴렘에서 알프레드 상을 수상했다그의 만화는 부드럽고 흐르는 듯하면서도 힘이 넘치는 선 대담한 생략법 기발한 발상 엉뚱한 상상력과 통쾌한 풍자정신으로 대변되며 국내에는우리 아빠빨간 귀원시인등이 번역 출간되었다,르 몽드/주르날 뒤 디망슈/라 누벨 크리틱/르 누벨 옵세르바퇴르/우리 아빠/빨간 귀/원시인
63,로버트 그린,권력의 법칙 전쟁의 기술 유혹의 기술 부작으로 전 세계 리더와 독자 들에게 현실을 돌파하는 지혜를 전파한 권력술의 멘토다 캘리포니아대학교와 위스콘신대학교에서 고전학을 전공했고 에스콰이어 등의 잡지를 편집하고 할리우드에서 스토리 작가로 일했으며 년부터 본격적으로 작가의 길을 걷게 되었다그가 권력과 대중조작에 관해 집필한 책 권력의 법칙은 현대판 군주론으로 평가되며 세계적 밀리언셀러에 등극했고 이후 유혹의 기술과 전쟁의 기술이 연이어 베스트셀러를 기록하며 이 부작은 전 세계적으로 만 부 이상 판매되었다 년에 출간된 인간 본성의 법칙 역시 전 세계 개국에 번역되었으며 그 밖에도 마스터리의 법칙 번째 법칙 등 다수의 책을 집필했다냉엄한 현실을 돌파하는 전략을 제시한 그의 책들은 세기 손자병법으로 불리며 우리 시대의 완벽한 인생 교범으로 자리매김했다 그는 고전과 역사 속 인물과 사건에서 다양한 상황을 끄집어내어 현대사회에 맞는 치밀한 전략으로 재구성함으로써 권력술의 대가 부활한 마키아벨리라는 명성을 얻었다 인간관계를 지배하는 욕망과 권력을 추구하는 인간 심리를 다루는 데 있어서 독보적인 작가로 인정받고 있다,권력의 법칙/전쟁의 기술/유혹의 기술/권력의 법칙/군주론/유혹의 기술/전쟁의 기술/인간 본성의 법칙/마스터리의 법칙/50번째 법칙
64,이원수,년 경상남도 양산에서 태어났다 초등학교 학년 때 어린이지에 동요 고향의 봄이 당선되었으며 이 동요는 홍난파에 의해 작곡되어 오늘날에도 널리 애창되고 있다 년 기쁨사의 동인이 되면서부터 본격적인 활동을 벌여 장편동화와 아동소설의 장르를 개척하고 한국 아동문학 이론의 기틀을 마련하였다광복 이후에는 동요시집을 출판하였는데 년 종달새 년 그림동화집 봄잔치 년 장편동화 숲속 나라 년 동화집 파란 구슬 등을 간행했고 그 밖에 년 이원수아동문학독본 년 어린이문학독본 등을 내었다 년 아동문학집 고향의 봄을 발간하였으며 한국문인협회 이사 한국아동문학협회 회장 등을 역임했고 대학강단에서 아동문학론을 강의하기도 하였다,종달새/봄잔치/숲속 나라/파란 구슬/이원수아동문학독본/어린이문학독본/고향의 봄
65,잭 캔필드,영혼을 위한 닭고기 스프 시리즈의 사랑받는 창시자이며 그것이 수십억 달러 시장으로 성장하는 것을 지켜보았다 이것만으로도 그가 성공에 대해 이야기 할 수 있는 독보적인 자격을 갖춘 사람이 되기에 충분하다 그는 또한 베스트셀러인 성공의 원리 당신이 있는 자리에서 당신이 되기를 원하는 자리로 어떻게 이를 것인가               의 저자이기도 하다 애칭으로 미국의 넘버 성공코치로 알려진 잭은 기업가 지도자 경영진 세일즈 전문가 직원 및 교육자들이 최고의 성과를 창출하는데 도움을 주는 미국의 선도적인 전문가이다 지난 년 동안 그는 수십만 명의 사람들이 그들의 꿈을 이루도록 도아 왔다 잭은 심리학 석사 학위를 소지한 하버드대 졸업생으로 최고 성적을 올린 최초의 챔피언 중 한 명이다 그는 다른 사람들이 획기적인 결과를 내는 것을 돕기 위해 그의 방법론과 결과 지향적인 활동들을 공유할 수 있는 천부적인 재능을 지니고 있다미국 최고의 카운슬러이자 저술가로서 전세계 개국 만 명 이상의 사람들에게 성공 방정식을 전파해왔으며 라디오와  토크쇼의 최고 인기 게스트이자 신디케이트 칼럼니스트로도 명성이 높다 굿모닝 아메리카 오프라 윈프리 쇼 등 다양한  프로그램에 출연하였다닭고기수프 시리즈를 비롯해 독수리처럼 나비처럼성공의 원리 미래를 여는 집중의 힘 마음을 열어주는 가지 이야기  행운 잭 캔필드의 응원 죽기 전에 답해야 할 가지 질문등의 베스트셀러를 공동 집필했다,성공의 원리: 당신이 있는 자리에서 당신이 되기를 원하는 자리로 어떻게 이를 것인가The Success Principle: How to Get from Where You Are to Where You Want to Be/독수리처럼 나비처럼(성공의 원리)/미래를 여는 집중의 힘/마음을 열어주는 101가지 이야기/1% 행운/잭 캔필드의 응원/죽기 전에 답해야 할 101가지 질문
66,로버트 기요사키,재테크 분야의 고전으로 손꼽히는 부자 아빠 가난한 아빠 시리즈를 통해 전 세계 수천 만 사람들의 돈에 대한 인식을 바꿔 놓았다 사업가이자 교육자이며 나아가 일자리를 창출할 사업가가 세상에 더 많이 필요하다고 믿는 투자가다돈과 투자에 대해 기존의 통념과 대조적인 사고방식 직설적인 화법과 대담한 태도로 국제적인 명성을 떨치고 있다 돈과 투자 금융 및 경제와 관련된 복잡한 개념을 단순하게 설명하는 놀라운 재능을 지녔으며 재정적 자유를 얻게 된 자신의 여정을 담은 이야기로 세대와 국적을 초월한 다양한 독자들에게 울림을 주었다그는 좋은 일자리를 얻어서 돈을 모아 빚을 갚고 장기적으로 분산 투자하라는 기존의 충고는 한물간 구식이라고 평한다 당신의 집은 자산이 아니다 현금흐름을 얻기 위해 투자하라 저축을 하는 사람은 패배자다 등 그의 주장은 커다란 논란을 일으켰지만 그 가르침과 철학은 지난 년간 사실임이 증명되었다부자 아빠 가난한 아빠를 비롯해 권의 저서를 펴냈으며 그의 책들은 전 세계 베스트셀러 명단에 굳건히 자리를 지키고 있다 금융 교육 회사인 리치 대드 컴퍼니를 설립해 많은 사람들을 경제적 안정으로 가는 길로 안내하는 한편   등의 언론 매체와래리 킹 라이브 오프라 쇼를 비롯한 다양한 프로그램에 출연해 투자와 경제적 성공에 대한 해답을 제시하고 있다,부자 아빠 가난한 아빠
67,신봉승,년대 만 년 동안  를 통해 방영된 대하사극 조선왕조 년을 비롯하여 왕조의 세월 한명회 등 숱한 히트작을 발표하며 역사드라마의 현장을 지켜온 한국의 대표 극작가 시인 소설가 문학평론가 등 다양한 장르에서 활동해온 그는 철저한 고증을 거친 작품으로 대중에게 역사의식을 불어넣어 왔다년 강릉 출생으로 강릉사범 경희대 국어국문학과 및 동 대학원을 졸업하였다 현대문학에 시문학평론을 추천받아 문단에 나왔다 한양대동국대경희대 강사 한국시나리오작가협회 회장 대종상청룡상 심사위원장 공연윤리위원회 부위원장 년 강원국제관광 총감독 등을 역임하였다 현재 대한민국예술원 회원 추계영상문예대학원 석좌교수로 재직 중이다한국방송대상 대종상 청룡상 아시아영화제 각본상 한국펜문학상 서울시문화상 위암 장지연상 대한민국예술원상 등을 수상하였고 보관문화훈장을 받았다 저서로는대하소설 조선왕조 백년전 권 소설 한명회전 권 이동인의 나라등의 역사소설과 역사에세이양식과 오만 신봉승의 조선사 나들이 역사 그리고 도전전 권 직언 국보가 된 조선 막사발 일본을 답하다 등과 시집 초당동 소나무 떼 초당동 아라리외 드라마  시나리오창작의 길라잡이국가란 무엇인가역사에 답이 있다위하여등 다수가 있다,대하소설 조선왕조 5백년/소설 한명회/이동인의 나라/양식과 오만/신봉승의 조선사 나들이/역사 그리고 도전/직언/국보가 된 조선 막사발/일본을 답하다/초당동 소나무 떼/초당동 아라리/TV드라마 · 시나리오창작의 길라잡이/국가란 무엇인가/역사에 답이 있다/위하여
68,전동조,가장 주목받는 판타지무협 소설 작가 년 부산에서 태어나 동의대학교 생물학과를 졸업했다  통신에서 연재된 그의 묵향 다크 레이디 묵향의 귀환 다크 스토리 시리즈 부작은 조회수  위를 다툴 정도로 선풍적인 인기를 누렸다 무협과 판타지를 넘나들며 시공간을 초월하는 전혀 새로운 타입의 판타지 소설로 판타지 장르의 지평을 넓혔다는 호평을 얻었다 작품 전반에 깔린 파격적이면서도 치밀한 구성과 극적인 반전 때문에 그의 글은 마치 한편의 대하드라마를 보는 것 같다는 찬사를 받고 있다 작가는 이제 또 하나의 새로운 전설이 될 다크 스토리 시리즈 부활의 장을 여러분에게 선보인다,묵향/다크 레이디/묵향의 귀환
69,가스통 르루,프랑스 파리에서 출생한 가스통 르루는 중등교육을 마치고 파리의 신문 기고가가 되었다 코난 도일과 찰스 디킨스의 영향을 받아 심리소설 테오프라스트 롱게의 이중생활     을 발표하며 탐정소설가로서 세계적으로 유명해졌다 그림 신문 일뤼스트라시옹의 권유를 받아 연재한 장편소설 노란 방의 비밀     이 그의 대표작이다 이 작품은 밀실과 범인의 행방불명의 수수께끼를 푸는 그 강렬한 매력으로 추리소설 가운데 손꼽히는 수작으로 평가된다 이후 발표한 검은 옷의 부인의 향기      에서는 이전 작품에서 미해결로 끝난 수수께끼를 풀고 있다 특히 년에 그가 발표한 소설 오페라의 유령   은 작품성으로 수많은 독자들의 사랑을 받았으며 현재 세계 대 뮤지컬 중 하나로 자리매김했다 년 프랑스 일간지 르골루아 에 연재한 작품으로 년 영문 번역판이 출간되었으며 영국 작곡가 앤드루 로이드 웨버  에 의해 뮤지컬로 만들어져 년 런던에서 초연되었다,테오프라스트 롱게의 이중생활(La Double Vie de Theophraste Longuet)/노란 방의 비밀(Le Mystere de la chambre jaune)/검은 옷의 부인의 향기(Le Parfum de la Dame en Noir)/오페라의 유령(Le Fantome de l’Opera)
70,로버트 먼치,로버트 먼치는 년 미국의 펜실버니아 주 피츠버그에서 명의 형제 가운데 네 번째로 태어났습니다 그는 어릴 때 학교 공부보다는 공상하기를 좋아했고 시를 즐겨 쓰는 감수성이 예민한 소년이었으나 아무도 그의 그런 재능을 중요하게 여기지 않았으므로 캐톨릭 고등학교에 진학한 그는 혼자 많은 책을 읽으며 수도사가 되기로 결심합니다 그런데 수도사가 되기 위한 공부를 하는 동안 가끔 아르바이트를 하던 유아원에서 자신이 원하는 일이 바로 아이들을 돌보는 일이라는 걸 깨닫게 됩니다 그래서 그는 다시 대학에서 일 년 동안 아동학을 공부한 후 유아원으로 돌아옵니다그는 낮잠 자는 시간에 아이들을 조용히 하게 하기 위해서 매일 아이들에게 자기가 만든 이야기를 들려주곤 했습니다 그러나 그때만 해도 그는 그 이야기들이 책으로 만들어지리라곤 꿈에도 생각하지 못했습니다 그러던 어느 날 그와 그의 아내가 일하던 유아원이 정부 지원금이 중단되는 바람에 계속 일을 할 수 없게 되었으므로 그들 부부는 캐나다로 가서 새롭게 일을 하기로 마음먹고 캐나다로 갑니다 그들은 캐나다 온타리오의 굴프대학 부석 유아원에서 다시 일을 시작하였는데 그 때 마침 아동도서관의 사서가 된 그의 상사의 부인이 그가 아이들에게 이야기를 들려 주는 것을 듣고는 그 이야기들을 책으로 내 보는 게 어떠냐고 권했습니다 처음에는 그 권유를 받아들이지 않았지만 결국 그는 열 가지 이야기를 열 군데의 출판사에 보냈고 그 중 한 군데에서 그의 이야기를 책으로 만들어 주기로 합니다 그리하여 그는 캐나다에서 작가가 되었고 그 후 그는 대학에서의 일을 정리하고 본격적으로 아이들에게 이야기를 들려주는 일과 글 쓰는 일만을 하게 됩니다 그의 책들이 속속 좋은 반응을 얻으면서 그는 캐나다에서 베스트셀러 작가가 되었으나 미국에서는 그다지 알려지지 않았습니다그 무렵 언제까지나 너를 사랑해  가 캐나다에서 출간되었고 그 책은 년 만 부가 년에는 만 부가 년에는 백만 부의 판매 기록을 올리면서 매년 베스트셀러 아동서적이 되었습니다 그런데 이상하게도 언제까지나 너를 사랑해는 아무도 모르는 사이에 미국에서도 이미 베스트셀러 아동서적이 되어 있었습니다 년이 되어 뉴욕타임즈는 년 이후 변함이 없던 베스트셀러 아동서적 목록을 변경하지 않을 수 없게 되었습니다 그들은 아동서적 베스트셀러 위 자리에 백만 부가 팔린 언제까지나 너를 사랑해를 올려 놓았습니다,언제까지나 너를 사랑해(Love You Forever)/언제까지나 너를 사랑해/언제까지나 너를 사랑해
71,크리스티앙 자크,년 파리 출생 소르본 대학에서 이집트학으로 박사학위를 받음 년 첫 소설 이집트인 샹폴리옹으로 데뷔한 후 수많은 연구서와 소설을 출간하며 이집트 전문가로 자리를 굳혔다 스물다섯 살 때 구상하여 스물두 해 동안 준비해 발표한 대작 람세스로 전 세계 천삼백만 부라는 경이로운 판매부수를 기록하였다 이 밖의 작품으로 장되르 상을 수상한 태양의 여왕 메종드라프레스 상을 수상한 투탕카몬과 아몬의 검모차르트 검은 파라오 등이 있다 현재 스위스에 거주하며 집필 활동을 하고 있다,이집트인 샹폴리옹/람세스/태양의 여왕/투탕카몬/아몬의 검/모차르트/검은 파라오
